Calculation summary:						
						
Room ID	Room name	Analysis calculation				
Working plane 1	Daylight factor	0.80%	3.20%	16.10%	0.26	0.05
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.900m?	Daylight illuminance	93.75 lux	364.51 lux	1854.50 lux	0.26	0.05
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00002F (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	0.10%	0.20%	0.31	0.16
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.462m?	Daylight illuminance	4.46 lux	14.55 lux	28.27 lux	0.31	0.16
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000030 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.20%	5.40%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.180m?	Daylight illuminance	0.02 lux	139.12 lux	623.96 lux	0	0
Margin=0.50 m	Sky view	0	0.69	1	0	0
						
						
						
Room 0_000017 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	2.00%	6.10%	0.01	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.893m?	Daylight illuminance	1.74 lux	234.29 lux	706.34 lux	0.01	0
Margin=0.50 m	Sky view	0	0.94	1	0	0
						
						
						
Room 0L000029 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	1.80%	5.90%	0.19	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.735m?	Daylight illuminance	39.04 lux	202.28 lux	674.11 lux	0.19	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00000A (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	0.10%	0.20%	0.67	0.5
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.106m?	Daylight illuminance	9.03 lux	13.52 lux	18.17 lux	0.67	0.5
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000032 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	1.80%	6.50%	0.21	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.078m?	Daylight illuminance	43.07 lux	208.79 lux	751.98 lux	0.21	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000027 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.60%	12.70%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=12.692m?	Daylight illuminance	0.56 lux	187.82 lux	1459.10 lux	0	0
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000015 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.60%	7.00%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.379m?	Daylight illuminance	19.38 lux	188.88 lux	802.55 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00003A (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	2.10%	6.90%	0.19	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.197m?	Daylight illuminance	45.88 lux	238.34 lux	788.35 lux	0.19	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0_000018 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	2.20%	6.50%	0.01	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.915m?	Daylight illuminance	2.23 lux	253.26 lux	750.51 lux	0.01	0
Margin=0.50 m	Sky view	0	0.94	1	0	0
						
						
						
Room 0F000002 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.80%	3.30%	17.60%	0.24	0.05
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.912m?	Daylight illuminance	93.53 lux	384.56 lux	2022.79 lux	0.24	0.05
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000036 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	0.10%	0.20%	0.45	0.26
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.913m?	Daylight illuminance	6.85 lux	15.38 lux	26.38 lux	0.45	0.26
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000023 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	1.00%	3.90%	9.40%	0.26	0.11
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=2.324m?	Daylight illuminance	116.25 lux	448.54 lux	1083.95 lux	0.26	0.11
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00002A (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.10%	5.80%	0.14	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.029m?	Daylight illuminance	17.85 lux	131.64 lux	662.05 lux	0.14	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000035 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.80%	8.70%	0.11	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=9.331m?	Daylight illuminance	23.40 lux	209.60 lux	1002.51 lux	0.11	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L000003 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.70%	8.60%	0.03	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.965m?	Daylight illuminance	4.88 lux	193.86 lux	989.38 lux	0.03	0
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0F000001 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	2.00%	6.70%	0.01	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.732m?	Daylight illuminance	1.66 lux	224.73 lux	767.58 lux	0.01	0
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000018 (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	0.30%	0.40%	0.71	0.53
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=3.461m?	Daylight illuminance	24.57 lux	34.79 lux	46.69 lux	0.71	0.53
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00002B (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.50%	6.60%	0.11	0.03
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.404m?	Daylight illuminance	18.88 lux	173.56 lux	753.55 lux	0.11	0.03
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00001A (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	1.60%	7.40%	0.08	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.979m?	Daylight illuminance	14.34 lux	188.14 lux	852.95 lux	0.08	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00001C (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	2.10%	7.80%	0.21	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.305m?	Daylight illuminance	51.27 lux	242.14 lux	896.12 lux	0.21	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00002B (+0 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.10%	5.40%	0.03	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.971m?	Daylight illuminance	3.21 lux	127.08 lux	619.96 lux	0.03	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00001B (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.90%	9.30%	0.11	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.471m?	Daylight illuminance	23.58 lux	222.51 lux	1063.40 lux	0.11	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00001D (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	2.50%	9.30%	0.08	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.416m?	Daylight illuminance	21.73 lux	282.69 lux	1072.43 lux	0.08	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000019 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.00%	9.50%	0.12	0.04
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=10.372m?	Daylight illuminance	39.85 lux	346.44 lux	1096.40 lux	0.12	0.04
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000020 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	1.80%	8.50%	0.03	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=9.319m?	Daylight illuminance	6.45 lux	202.40 lux	977.51 lux	0.03	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000022 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	2.30%	10.60%	0.03	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.177m?	Daylight illuminance	6.96 lux	258.86 lux	1219.30 lux	0.03	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000017 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.20%	13.70%	0.1	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=7.423m?	Daylight illuminance	35.71 lux	373.13 lux	1571.06 lux	0.1	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000023 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.20%	7.50%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.882m?	Daylight illuminance	0.00 lux	139.24 lux	862.22 lux	0	0
Margin=0.50 m	Sky view	0	0.7	1	0	0
						
						
						
Room 0L000025 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.30%	6.20%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=6.155m?	Daylight illuminance	0.06 lux	146.61 lux	712.32 lux	0	0
Margin=0.50 m	Sky view	0	0.52	1	0	0
						
						
						
Room 0L000002 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.70%	9.20%	0.02	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=10.302m?	Daylight illuminance	3.65 lux	198.43 lux	1062.51 lux	0.02	0
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000014 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	1.90%	8.60%	0.08	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.612m?	Daylight illuminance	17.45 lux	223.09 lux	986.87 lux	0.08	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000013 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	2.20%	10.40%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=9.349m?	Daylight illuminance	0.45 lux	255.12 lux	1195.91 lux	0	0
Margin=0.50 m	Sky view	0	0.98	1	0	0
						
						
						
Room 0L000006 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	2.10%	12.40%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=20.480m?	Daylight illuminance	0.34 lux	245.80 lux	1428.67 lux	0	0
Margin=0.50 m	Sky view	0	0.99	1	0	0
						
						
						
Room 0L00002A (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.50%	6.70%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=5.813m?	Daylight illuminance	0.11 lux	169.99 lux	772.29 lux	0	0
Margin=0.50 m	Sky view	0	0.58	1	0	0
						
						
						
Room 0L00002D (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.00%	6.40%	0	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=9.226m?	Daylight illuminance	0.09 lux	115.32 lux	735.28 lux	0	0
Margin=0.50 m	Sky view	0	0.74	1	0	0
						
						
						
Room 0L00002E (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	2.20%	8.70%	0.06	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=17.203m?	Daylight illuminance	15.56 lux	254.54 lux	1003.54 lux	0.06	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000031 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	1.00%	6.40%	0.05	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.873m?	Daylight illuminance	5.23 lux	113.17 lux	730.91 lux	0.05	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L00000D (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	2.90%	11.70%	0.04	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=15.807m?	Daylight illuminance	12.95 lux	336.89 lux	1341.20 lux	0.04	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000037 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.00%	2.20%	9.80%	0.01	0
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=7.576m?	Daylight illuminance	2.83 lux	254.15 lux	1127.21 lux	0.01	0
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000034 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	2.40%	12.90%	0.11	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=11.176m?	Daylight illuminance	30.55 lux	271.54 lux	1477.42 lux	0.11	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0F00000C (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	3.10%	14.80%	0.07	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=22.924m?	Daylight illuminance	25.52 lux	358.26 lux	1699.99 lux	0.07	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0F000008 (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.30%	15.20%	0.09	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=19.576m?	Daylight illuminance	32.16 lux	375.08 lux	1747.26 lux	0.09	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000012 (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	1.60%	10.90%	0.04	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=10.967m?	Daylight illuminance	7.18 lux	181.47 lux	1253.67 lux	0.04	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0F000009 (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.20%	15.20%	0.09	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=19.580m?	Daylight illuminance	33.13 lux	368.06 lux	1742.50 lux	0.09	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0L000033 (+0 Living room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.10%	1.80%	8.50%	0.04	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=8.445m?	Daylight illuminance	8.85 lux	204.10 lux	974.48 lux	0.04	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0F00000A (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.20%	15.00%	0.09	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=19.583m?	Daylight illuminance	33.97 lux	363.06 lux	1718.51 lux	0.09	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0F00000B (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.30%	3.10%	14.70%	0.09	0.02
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=19.581m?	Daylight illuminance	33.29 lux	356.62 lux	1686.00 lux	0.09	0.02
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0F000007 (+0 Living Room)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.20%	3.30%	15.90%	0.05	0.01
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=20.517m?	Daylight illuminance	20.48 lux	383.35 lux	1826.51 lux	0.05	0.01
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 1L00002D (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000A6 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000083 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000024 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000037 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000039 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00003A (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00001D (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000002 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00003D (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X00008C (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00003F (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000B4 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000027 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000056 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X0000CB (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000044 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000055 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000046 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000053 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000047 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 0X000033 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00004A (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000050 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00004C (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L00004E (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000000 (+1 Circulation Interior)						
						
Analysis calculation needs to be performed						
						
						
Room 1L000054 (+1 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
						
Surface	Quantity	Values			Uniformity	Diversity
		Min.	Ave.	Max.	(Min./Ave.)	(Min./Max.)
Working plane 1	Daylight factor	0.40%	1.90%	7.00%	0.21	0.06
Reflectance=0%						
Transmittance=100%						
Grid size=0.50 m						
Area=4.078m?	Daylight illuminance	45.41 lux	217.16 lux	801.29 lux	0.21	0.06
Margin=0.50 m	Sky view	1	1	1	1	1
						
						
						
Room 0X000052 (+1 Kitchen)						
						
Analysis calculation for room -						
						
Summary results for working planes and floor						
